nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
N343,0.077,0.038,0.0,0.019,0.038,0.038,0.038,0.019,0.0,0.058,0.019,0.0,0.0,0.019,0.019,0.0,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N344,0.039,0.098,0.0,0.019,0.059,0.078,0.0,0.019,0.0,0.0,0.0,0.019,0.039,0.0,0.019,0.0,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N345,0.0,0.046,0.0,0.0,0.046,0.046,0.046,0.046,0.0,0.023,0.023,0.046,0.0,0.046,0.046,0.046,0.534,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N346,0.073,0.055,0.0,0.0,0.0,0.055,0.055,0.0,0.018,0.018,0.0,0.018,0.036,0.0,0.0,0.036,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N347,0.037,0.018,0.0,0.037,0.0,0.0,0.037,0.018,0.0,0.037,0.018,0.037,0.037,0.018,0.037,0.037,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N348,0.065,0.0,0.021,0.043,0.043,0.0,0.021,0.0,0.0,0.043,0.087,0.021,0.021,0.043,0.0,0.021,0.562,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N349,0.056,0.018,0.018,0.0,0.018,0.037,0.037,0.018,0.0,0.037,0.018,0.037,0.018,0.018,0.0,0.037,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N350,0.015,0.0,0.031,0.015,0.0,0.0,0.031,0.0,0.031,0.015,0.047,0.031,0.015,0.015,0.015,0.047,0.683,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N351,0.017,0.0,0.017,0.0,0.0,0.035,0.0,0.035,0.017,0.035,0.053,0.035,0.017,0.0,0.053,0.035,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N352,0.038,0.019,0.019,0.0,0.019,0.057,0.019,0.057,0.0,0.038,0.0,0.038,0.0,0.038,0.038,0.0,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N353,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.08,0.0,0.026,0.0,0.0,0.0,0.053,0.026,0.241,0.464,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N354,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.094,0.0,0.023,0.094,0.047,0.0,0.047,0.094,0.0,0.526,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N355,0.0,0.0,0.019,0.019,0.0,0.038,0.019,0.019,0.019,0.0,0.019,0.057,0.019,0.019,0.057,0.076,0.617,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N356,0.0,0.0,0.0,0.023,0.023,0.071,0.023,0.047,0.0,0.047,0.165,0.0,0.0,0.023,0.047,0.0,0.526,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N357,0.0,0.018,0.0,0.018,0.018,0.018,0.056,0.056,0.0,0.037,0.018,0.018,0.018,0.056,0.018,0.018,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N358,0.078,0.019,0.0,0.058,0.039,0.0,0.019,0.0,0.019,0.019,0.0,0.039,0.019,0.019,0.058,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N359,0.0,0.0,0.0,0.023,0.023,0.047,0.023,0.047,0.0,0.023,0.119,0.047,0.0,0.071,0.047,0.0,0.522,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N360,0.0,0.021,0.0,0.042,0.0,0.042,0.042,0.021,0.0,0.021,0.021,0.063,0.042,0.042,0.042,0.021,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N361,0.066,0.022,0.0,0.022,0.0,0.089,0.022,0.066,0.0,0.022,0.0,0.0,0.022,0.044,0.0,0.066,0.554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N362,0.081,0.02,0.02,0.061,0.04,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.061,0.02,0.0,0.0,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N363,0.0,0.022,0.0,0.0,0.044,0.0,0.0,0.066,0.0,0.0,0.066,0.066,0.0,0.066,0.066,0.044,0.556,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N364,0.016,0.048,0.016,0.0,0.032,0.016,0.016,0.032,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N365,0.018,0.018,0.036,0.0,0.018,0.036,0.036,0.0,0.0,0.018,0.0,0.055,0.036,0.018,0.0,0.073,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N366,0.021,0.021,0.0,0.021,0.021,0.129,0.021,0.021,0.021,0.043,0.0,0.021,0.0,0.021,0.043,0.021,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N367,0.019,0.019,0.019,0.0,0.019,0.0,0.057,0.038,0.0,0.038,0.038,0.019,0.0,0.057,0.0,0.057,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N368,0.021,0.021,0.0,0.0,0.0,0.042,0.021,0.021,0.021,0.0,0.085,0.042,0.0,0.042,0.021,0.085,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N369,0.018,0.055,0.0,0.018,0.036,0.091,0.0,0.036,0.0,0.0,0.0,0.0,0.018,0.036,0.0,0.055,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N370,0.034,0.017,0.034,0.0,0.017,0.017,0.017,0.034,0.0,0.051,0.017,0.034,0.051,0.0,0.017,0.0,0.655,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N371,0.02,0.02,0.0,0.0,0.02,0.102,0.04,0.04,0.0,0.061,0.02,0.02,0.0,0.02,0.04,0.0,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N372,0.126,0.054,0.018,0.018,0.054,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.036,0.0,0.0,0.018,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N373,0.039,0.039,0.0,0.019,0.019,0.039,0.0,0.058,0.0,0.0,0.0,0.0,0.058,0.039,0.0,0.078,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N374,0.037,0.0,0.037,0.037,0.037,0.0,0.0,0.018,0.0,0.037,0.018,0.056,0.037,0.018,0.037,0.0,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N375,0.053,0.053,0.017,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.053,0.0,0.017,0.053,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N376,0.052,0.0,0.034,0.034,0.017,0.0,0.0,0.017,0.0,0.017,0.017,0.034,0.052,0.017,0.017,0.034,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N377,0.017,0.017,0.017,0.017,0.017,0.052,0.035,0.0,0.0,0.035,0.035,0.035,0.017,0.017,0.017,0.017,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N378,0.019,0.0,0.019,0.019,0.019,0.039,0.019,0.039,0.0,0.039,0.0,0.019,0.019,0.039,0.019,0.078,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N379,0.0,0.02,0.0,0.0,0.0,0.02,0.062,0.062,0.0,0.041,0.02,0.041,0.041,0.062,0.02,0.02,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N380,0.038,0.058,0.0,0.058,0.038,0.0,0.019,0.0,0.019,0.019,0.019,0.019,0.038,0.0,0.038,0.019,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N381,0.062,0.062,0.0,0.041,0.062,0.02,0.0,0.041,0.0,0.0,0.0,0.0,0.02,0.041,0.0,0.062,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N382,0.0,0.054,0.0,0.018,0.036,0.091,0.036,0.018,0.0,0.036,0.036,0.0,0.018,0.018,0.0,0.0,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N383,0.13,0.065,0.0,0.0,0.021,0.043,0.021,0.021,0.0,0.0,0.021,0.021,0.043,0.021,0.0,0.021,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N384,0.1,0.08,0.0,0.0,0.06,0.02,0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N385,0.022,0.022,0.0,0.022,0.022,0.022,0.0,0.045,0.0,0.045,0.022,0.0,0.0,0.0,0.045,0.18,0.549,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N386,0.0,0.039,0.0,0.0,0.059,0.019,0.079,0.019,0.0,0.099,0.059,0.0,0.0,0.019,0.0,0.0,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N387,0.0,0.02,0.02,0.02,0.041,0.062,0.083,0.0,0.0,0.062,0.0,0.02,0.0,0.041,0.0,0.041,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N388,0.019,0.0,0.019,0.058,0.019,0.058,0.019,0.0,0.0,0.0,0.0,0.039,0.058,0.058,0.0,0.039,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N389,0.0,0.017,0.017,0.034,0.034,0.052,0.017,0.034,0.017,0.0,0.0,0.017,0.017,0.069,0.0,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N390,0.063,0.042,0.0,0.021,0.063,0.085,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N391,0.0,0.036,0.0,0.0,0.018,0.018,0.036,0.036,0.0,0.018,0.036,0.054,0.018,0.036,0.036,0.018,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N392,0.075,0.0,0.037,0.0,0.0,0.037,0.018,0.037,0.0,0.037,0.0,0.018,0.037,0.018,0.0,0.056,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N393,0.0,0.037,0.0,0.0,0.018,0.056,0.037,0.056,0.0,0.074,0.018,0.0,0.018,0.018,0.018,0.018,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N394,0.021,0.0,0.0,0.064,0.021,0.151,0.021,0.0,0.021,0.021,0.0,0.0,0.043,0.0,0.021,0.043,0.567,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N395,0.057,0.038,0.019,0.0,0.038,0.0,0.038,0.0,0.019,0.019,0.038,0.038,0.0,0.019,0.0,0.057,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N396,0.016,0.05,0.016,0.033,0.067,0.016,0.033,0.0,0.016,0.033,0.016,0.0,0.016,0.016,0.0,0.0,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N397,0.087,0.021,0.0,0.065,0.065,0.021,0.021,0.021,0.0,0.021,0.0,0.0,0.043,0.043,0.0,0.021,0.56,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N398,0.0,0.039,0.019,0.019,0.039,0.079,0.0,0.039,0.0,0.019,0.0,0.019,0.019,0.019,0.039,0.039,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N399,0.021,0.0,0.0,0.021,0.021,0.086,0.043,0.064,0.0,0.086,0.021,0.0,0.0,0.043,0.021,0.0,0.568,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N400,0.101,0.014,0.058,0.0,0.014,0.014,0.0,0.0,0.029,0.0,0.029,0.014,0.014,0.0,0.0,0.0,0.709,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N401,0.016,0.033,0.033,0.016,0.05,0.033,0.016,0.0,0.0,0.05,0.016,0.0,0.033,0.0,0.0,0.033,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N402,0.039,0.039,0.0,0.0,0.019,0.019,0.039,0.019,0.0,0.039,0.059,0.039,0.019,0.019,0.019,0.019,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N403,0.0,0.022,0.0,0.0,0.022,0.068,0.068,0.068,0.0,0.068,0.0,0.0,0.022,0.045,0.0,0.068,0.546,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N404,0.0,0.021,0.0,0.149,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.064,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N405,0.039,0.019,0.0,0.039,0.019,0.058,0.039,0.039,0.019,0.039,0.0,0.0,0.039,0.039,0.0,0.0,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N406,0.02,0.0,0.0,0.041,0.041,0.062,0.041,0.041,0.0,0.02,0.0,0.02,0.0,0.125,0.0,0.0,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N407,0.05,0.033,0.0,0.016,0.0,0.016,0.033,0.016,0.016,0.016,0.016,0.033,0.016,0.0,0.05,0.016,0.665,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N408,0.019,0.0,0.0,0.039,0.019,0.039,0.019,0.059,0.0,0.019,0.0,0.019,0.019,0.059,0.019,0.059,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N409,0.107,0.042,0.0,0.042,0.042,0.0,0.021,0.064,0.0,0.0,0.0,0.0,0.021,0.085,0.0,0.0,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N410,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.408,0.183,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N411,0.036,0.018,0.036,0.0,0.018,0.073,0.036,0.036,0.0,0.055,0.018,0.0,0.018,0.018,0.0,0.0,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N412,0.062,0.062,0.0,0.0,0.041,0.125,0.0,0.062,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.582,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N413,0.015,0.015,0.015,0.046,0.031,0.015,0.015,0.015,0.031,0.0,0.015,0.0,0.015,0.031,0.0,0.046,0.687,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N414,0.017,0.035,0.017,0.017,0.035,0.052,0.0,0.017,0.0,0.0,0.0,0.035,0.035,0.0,0.035,0.052,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N415,0.0,0.018,0.018,0.018,0.056,0.018,0.018,0.018,0.0,0.018,0.0,0.037,0.018,0.037,0.018,0.075,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N416,0.0,0.042,0.0,0.021,0.042,0.19,0.0,0.042,0.0,0.021,0.021,0.0,0.021,0.0,0.021,0.0,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N417,0.062,0.0,0.02,0.02,0.041,0.02,0.02,0.0,0.0,0.041,0.041,0.02,0.02,0.0,0.02,0.083,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N418,0.038,0.019,0.019,0.038,0.038,0.057,0.019,0.019,0.0,0.019,0.0,0.019,0.038,0.019,0.019,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N419,0.138,0.039,0.019,0.019,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.019,0.019,0.019,0.019,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N420,0.0,0.02,0.02,0.0,0.0,0.08,0.0,0.1,0.0,0.04,0.0,0.0,0.04,0.06,0.0,0.04,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N421,0.0,0.019,0.0,0.019,0.0,0.019,0.019,0.057,0.019,0.0,0.038,0.019,0.019,0.057,0.038,0.057,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N422,0.021,0.043,0.0,0.021,0.043,0.086,0.0,0.064,0.0,0.021,0.021,0.0,0.0,0.064,0.021,0.021,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N423,0.0,0.018,0.018,0.018,0.0,0.037,0.0,0.037,0.0,0.0,0.0,0.056,0.056,0.0,0.037,0.094,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N424,0.018,0.018,0.037,0.0,0.037,0.0,0.018,0.056,0.0,0.056,0.018,0.018,0.018,0.056,0.018,0.0,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N425,0.03,0.015,0.015,0.03,0.015,0.015,0.0,0.0,0.03,0.015,0.045,0.015,0.015,0.0,0.03,0.03,0.697,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N426,0.037,0.056,0.0,0.0,0.037,0.056,0.018,0.018,0.0,0.0,0.0,0.037,0.018,0.037,0.018,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N427,0.0,0.041,0.0,0.041,0.062,0.124,0.0,0.02,0.0,0.02,0.0,0.0,0.041,0.02,0.0,0.041,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N428,0.041,0.0,0.0,0.062,0.041,0.02,0.02,0.0,0.0,0.041,0.0,0.041,0.041,0.0,0.062,0.041,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N429,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.053,0.017,0.017,0.0,0.017,0.035,0.053,0.0,0.035,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N430,0.06,0.04,0.0,0.04,0.02,0.02,0.0,0.06,0.02,0.0,0.0,0.0,0.04,0.04,0.02,0.04,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N431,0.036,0.073,0.0,0.0,0.036,0.036,0.036,0.018,0.0,0.018,0.054,0.018,0.036,0.0,0.0,0.0,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N432,0.0,0.0,0.0,0.0,0.0,0.097,0.024,0.145,0.0,0.024,0.0,0.0,0.024,0.121,0.0,0.048,0.514,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N433,0.0,0.0,0.018,0.018,0.018,0.0,0.0,0.056,0.018,0.037,0.018,0.0,0.018,0.037,0.037,0.094,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N434,0.048,0.048,0.016,0.032,0.048,0.0,0.016,0.0,0.016,0.0,0.0,0.032,0.048,0.0,0.016,0.0,0.676,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N435,0.08,0.02,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.02,0.04,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N436,0.02,0.0,0.0,0.061,0.02,0.04,0.02,0.02,0.0,0.02,0.0,0.04,0.04,0.04,0.04,0.04,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N437,0.0,0.054,0.0,0.018,0.036,0.018,0.0,0.073,0.0,0.018,0.0,0.018,0.054,0.036,0.018,0.018,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N438,0.054,0.054,0.018,0.0,0.036,0.109,0.0,0.018,0.0,0.0,0.018,0.018,0.036,0.0,0.0,0.0,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N439,0.056,0.056,0.018,0.0,0.037,0.037,0.018,0.037,0.0,0.037,0.0,0.018,0.018,0.0,0.037,0.0,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N440,0.038,0.019,0.0,0.038,0.019,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.057,0.019,0.019,0.133,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N441,0.0,0.039,0.0,0.059,0.019,0.019,0.0,0.059,0.0,0.0,0.0,0.0,0.079,0.019,0.0,0.099,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N442,0.0,0.019,0.019,0.019,0.019,0.019,0.0,0.038,0.0,0.019,0.057,0.038,0.038,0.019,0.038,0.038,0.617,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N443,0.02,0.02,0.0,0.02,0.0,0.083,0.0,0.062,0.02,0.0,0.02,0.0,0.02,0.041,0.02,0.083,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N444,0.0,0.038,0.0,0.019,0.019,0.095,0.057,0.019,0.0,0.019,0.038,0.019,0.038,0.019,0.0,0.0,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N445,0.0,0.019,0.019,0.039,0.019,0.039,0.019,0.058,0.0,0.058,0.0,0.0,0.058,0.0,0.019,0.039,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N446,0.0,0.014,0.042,0.0,0.0,0.0,0.028,0.014,0.042,0.014,0.014,0.042,0.014,0.014,0.028,0.014,0.713,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N447,0.0,0.0,0.0,0.0,0.022,0.066,0.044,0.022,0.0,0.044,0.066,0.044,0.0,0.044,0.044,0.044,0.558,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N448,0.0,0.032,0.032,0.0,0.016,0.0,0.032,0.032,0.016,0.049,0.016,0.016,0.016,0.0,0.032,0.032,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N449,0.0,0.0,0.038,0.019,0.038,0.0,0.019,0.057,0.0,0.057,0.0,0.038,0.019,0.057,0.019,0.019,0.617,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N450,0.019,0.0,0.019,0.058,0.019,0.0,0.0,0.058,0.0,0.039,0.0,0.019,0.058,0.039,0.039,0.019,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N451,0.078,0.039,0.0,0.039,0.0,0.039,0.019,0.039,0.0,0.0,0.0,0.019,0.078,0.019,0.0,0.019,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N452,0.035,0.035,0.035,0.017,0.053,0.017,0.0,0.017,0.0,0.053,0.017,0.017,0.035,0.0,0.017,0.0,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N453,0.017,0.107,0.0,0.017,0.053,0.0,0.035,0.035,0.0,0.017,0.017,0.0,0.053,0.0,0.0,0.0,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N454,0.05,0.033,0.016,0.033,0.016,0.016,0.0,0.05,0.016,0.016,0.016,0.0,0.033,0.016,0.016,0.0,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N455,0.0,0.0,0.021,0.021,0.021,0.0,0.021,0.021,0.0,0.0,0.131,0.043,0.021,0.043,0.021,0.065,0.563,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N456,0.0,0.052,0.0,0.017,0.035,0.035,0.017,0.017,0.0,0.017,0.035,0.035,0.017,0.0,0.035,0.035,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N457,0.022,0.0,0.0,0.022,0.022,0.089,0.022,0.044,0.0,0.0,0.0,0.044,0.0,0.089,0.022,0.067,0.55,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N458,0.055,0.055,0.018,0.018,0.036,0.036,0.0,0.036,0.0,0.0,0.0,0.018,0.055,0.036,0.0,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N459,0.04,0.0,0.02,0.0,0.0,0.04,0.02,0.04,0.0,0.04,0.081,0.04,0.04,0.0,0.04,0.0,0.593,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N460,0.056,0.0,0.0,0.056,0.037,0.0,0.0,0.0,0.0,0.037,0.037,0.018,0.018,0.0,0.056,0.056,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N461,0.0,0.018,0.036,0.0,0.036,0.018,0.0,0.018,0.0,0.036,0.091,0.036,0.018,0.0,0.036,0.018,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N462,0.0,0.039,0.019,0.019,0.019,0.039,0.0,0.059,0.0,0.019,0.019,0.019,0.059,0.019,0.019,0.039,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N463,0.0,0.017,0.052,0.0,0.035,0.017,0.035,0.017,0.0,0.052,0.0,0.035,0.035,0.017,0.0,0.035,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N464,0.131,0.065,0.0,0.021,0.065,0.087,0.0,0.021,0.0,0.0,0.0,0.0,0.021,0.021,0.0,0.0,0.56,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N465,0.071,0.023,0.0,0.023,0.047,0.095,0.023,0.047,0.0,0.023,0.0,0.023,0.023,0.047,0.023,0.0,0.521,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N466,0.02,0.0,0.0,0.06,0.02,0.04,0.0,0.06,0.02,0.0,0.0,0.0,0.04,0.08,0.02,0.04,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N467,0.021,0.0,0.021,0.043,0.021,0.043,0.0,0.021,0.0,0.0,0.065,0.043,0.021,0.043,0.021,0.065,0.565,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N468,0.02,0.0,0.04,0.02,0.04,0.06,0.0,0.02,0.0,0.06,0.04,0.02,0.0,0.02,0.04,0.02,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N469,0.021,0.021,0.021,0.021,0.042,0.085,0.0,0.064,0.0,0.021,0.0,0.0,0.042,0.042,0.0,0.042,0.572,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N470,0.0,0.022,0.0,0.022,0.022,0.136,0.045,0.045,0.0,0.0,0.045,0.022,0.022,0.068,0.0,0.0,0.544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N471,0.018,0.018,0.037,0.0,0.018,0.0,0.018,0.018,0.0,0.018,0.037,0.056,0.037,0.018,0.018,0.056,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N472,0.0,0.0,0.022,0.0,0.022,0.09,0.022,0.067,0.0,0.045,0.0,0.0,0.0,0.067,0.0,0.112,0.549,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
